Sr.no,name,year,movie_rated,run_length,genres,release_date,IMDB_rating,num_raters,num_reviews,review_url,image_Url,rating,keyword,review_date,review,sentiments
116,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,7,Never ask me about my business.,07-Aug-07,"Dark  brooding piece about the rivalry between two turn-of-the century stage illusionists outdoing each other. One of the young men  Borden (Christian Bale) may have been responsible for the death of the other's beloved blond wife  the other being Angier (Hugh Jackman). Angier and his mentor  Michael Caine  continue their careers  while Borden builds his own.The emotional tumult caused by the death of Angier's wife leads him to sabotage Borden's performance  actually shooting two of his fingers off. Borden  filled with resentment  retaliates by putting a major crimp into Angier's career. It gets a little complicated but they both wind up more or less at the top of the prestidigitative heap before the end.There are romances flung into the pot too  functional to the extent that they illustrate character development in the two magicians and act as links between the two competitors. Scarlette Johansson is surprisingly good as the bosomy stage assistant with the working-class Brit accent  even though the dialect suppresses her usual croak. Rebecca Hall is splendid as the perceptive woman who takes up with the lower-class Borden  even though she knows he's lying half the time when he tells her he loves her. (He's married to his job  you see.) Enter Nicolas Tesla  the very real historical figure who did all sorts of things  conceptual and physical  that strike some of us as a little outré today. A man ahead of his time  played by an unrecognizable David Bowie.At this point  what was a more or less cogent drama turns into something else. Tesla  like Baron Frankenstein  pulls off something that's half scientific and half supernatural. If you've seen ""The Fly"" you have some idea  only the idea you have is a little simpler than the one presented here. I was a little confused by the ending in which ""all is explained"" but somewhat too perfunctorily for me. Maybe I'm dull but the jigsaw puzzle remained mostly a table full of scattered and disjointed pieces.The photography captures the time and place nicely. Too nicely  maybe  because it's hard to imagine anyone wanting to live in a landscape of perpetual poverty and gloom. If there was a scene in bright daylight  I missed it. Do we learn anything about the tricks of stage magicians? Are you kidding? Illusionists have the kinds of social borders (us inside  them outside) that cops have  or airline pilots or doctors. The trick is told when the trick is sold. We do see some of the machinations but they're ones we might have easily figured out for ourselves. The ultimate trick  the one devised by Tesla  is of course never explained because it never happened.I hope you don't find these comments confusing. If you do  the film will present an even greater challenge. Still  it's worth watching for anyone with mature sensibilities. Confusing  maybe. Pandering  no.",positive
117,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,10,Just As Intriguing The Second Time  Too!,29-Sep-08,I've seen this film twice now - about a year ago and then yesterday - and thoroughly enjoyed it both times  even the second time when I remembered some of those fantastic twists in the last half hour. Sometimes it's even more fun to view a film like this when you know a few things  because earlier scenes take on new meaning.It's not an easy film to totally digest  even with two viewings  because that ending has some mind-boggling revelations. Without having to resort to spoilers  let me just say the story is extremely interesting  the acting very good  the period pieces fun to view and it's a pretty clean movie so grandma can also enjoy it  too  without language or sex concerns.Basically  it's a story about obsession between two magicians in the last decade of the 19th century. They continually try to top one another and things get nasty along the way. Hugh Jackman and Christian Bale are both fun to watch in those roles  as are Michael Caine and Scarlett Johansson in supporting roles.This is one movie guaranteed to have you thinking about it when it's over!,positive
118,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,8,Imaginative and intriguing crash of wits between two famous magicians,09-Dec-08,This enjoyable and fresh story about intense rivalry among magicians is set in turn-of-the last century  London.Robert Angier(Hugh Jackman) his wife Julie McCullough(Piper Perabo) and Alfred Borden(admirable Christian Bale) are friends and magician's assistants. Then Julie accidentally deceases during a sideshow   Robert accuses Alfred for her killing . A new assistant named Olivia(Scarlett Johansson) helps Robert and he falls in love with her  though later she fell in love with another man. The magicians use their powers to combat among them. Both become prestigious magicians and get mutual envy. Magician Robert sees the Borden's transportation show and he becomes obsessed with his magic trick. They battle each other for their magic tricks and Robert attempts disclose the secret about disappearance from his contender with fateful results.This splendid movie is stunning in many aspects and blends appropriately various genres: the lush romantic period piece during nineteenth century Victorian Era  mystery thriller and fantasy.The picture gets it all : suspense  mystery drama  star crossed lovers plot twists  murders tragedy and supernatural illusions . Featuring an excellent casting  as main actors  Jackman  Bale  Johansson as eclectic secondaries  Caine David Bowie Andie Serkis and Rebecca Hall.Luxurious attention to period detail in brilliant costumes and spectacular production design . Beautifully and mesmerizing cinematography by Wally Pfister. Intriguing and evocative musical score by David Julyan. The motion picture is perfectly directed by innovator director Christopher Nolan  author of various masterpieces: ¨ Insomnia Memento Batman begins  Dark night¨. At the same time was made another film(2006)with similar theme titled 'The illusionist'by Neal Burger with Edward Norton  Paul Giamatti and Jessica Biel which also achieved much success. Rating : Above average  it was throughly amusing and exciting  and no as predictable as you would think. The film results to be a complete pleasure to watch these actors at this work it's highly recommended and keep you guessing until final.,positive
119,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,6,How many times can you double-cross your audience?,19-Mar-09,"In 1890s London  two magicians--once protégés of the same aging illusionist--consistently undercut each other on and off the stage  reveling in the one-upmanship; Hugh Jackman has the show business flair  while rough-hewn toughie Christian Bale is more intent on conquering the intricacies of unexplainable magic. Using rather obvious ploys (like phony beards and wigs  not to mention Scarlett Johansson as an assistant/secret agent)  they each work as much on sabotaging the other's latest success as developing their own skills. This fantastic tale  directed and co-written by Christopher Nolan from the novel by Christopher Priest  might have bowled us over with a few cunning twists; unfortunately  the baffling screenplay reminds one more of H. G. Wells than ""Sleuth""  coming up with a bag of tricks so far-fetched it removes the film's core of inherent reality. The film is remarkably well-dressed and crafted  although the jumpy editing at the start (darting around in time before settling into a more conventional mode of storytelling) is rather a nuisance. The acting is solid throughout  even as the plot-gimmicks become more and more ridiculous  leading to a depressing and flat conclusion. **1/2 from ****",positive
120,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,0,In 'magic' it's all about the third act! The Prestige.,15-Mar-07,"""The third stage is sometimes called the effect  or the prestige  and this is the product of magic."" (Christopher Priest) That is the derivation of the movie's title. The whole plot involves two magicians who are competing ever since they were magician helpers together. Their jealousy and desire to learn of each others' best magic tricks provide the tension in the story.Hugh Jackman is Robert Angier  eventually the lesser of the two  and who spends much of the movie time trying to avenge a death. Christian Bale as Alfred (Freddy) Borden is the better of the two  always seeming to one-up Angier. Michael Caine is Cutter who designs the illusions and equipment  and is ready backstage with an ax in case the escape from the water tank is not made on time.Scarlett Johansson (with British accent) as Olivia Wenscombe becomes the 4th member of the circle. She at first assists Angier  but he sends her to get a job with Borden  to learn the secret to his ""transported man"" trick.An interesting casting is David Bowie as Nikola Tesla  a real historical scientist who experimented with electricity. Many recognize his name for the ""Tesla coil."" I didn't recognize Bowie during the movie.We found it a very interesting 2 hours. All the cast members are good and the twists and turns held our attention.SPOILERS. Early when Angier and Borden are working together  and Angier's young wife is part of the act  she drowns after being dropped into the water tank because she cannot get out of the wrist knot that Borden tied  and thus could not reach around and unlock the trick lock. Angier never forgives Borden  and much later a trial found Borden guilty of killing someone else and sentenced to a hanging. Eventually Angier develops a transported man illusion  using a very close double they find  on one side of the stage Angier opens a door to conceal his dropping below the stage  while behind the door on the other side of the stage the double surfaces from beneath. Trouble with the double (doubt planted by Borden in a pub) cut that act short. Meanwhile Borden was doing his amazing trick and only at the end  while Angier is dying  do we learn that there were 2 Bordens  identical twins. One was loyal to his wife  the other was in love with Olivia. There was no cheating.Within that story  was a highly fictional one where Angier paid Tesla to develop an electrical device which ""transported"" him by actually creating an exact double of himself  which of course he had to drown each performance to hide the fact. He framed Borden with one of those drownings.",positive
121,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,9,Obsession is a young man's game,14-Mar-10,"Hugh Jackman  Christian Bale  Michael Caine  and Scarlett Johansson star in ""The Prestige"" a 2006 film directed by Christopher Nolan.Jackman and Bale play Robert Angier and Alfred Borden  magicians in turn of the century London. The story is told in flashback until close to the end of the film. Angier and Borden start out as friends and colleagues  working as a magician's assistant. Tragedy strikes  and they become mortal enemies. Each becomes famous as a magician  and when Borden performs the ultimate illusion  Angier becomes obsessed with trying to find out how he did it and becomes determined to top it.This is an excellent film that will have you with your jaw on the ground at the end. In my own case I had to go back and re-watch the ending. This isn't a movie you can watch and zone out - the plot requires active following  as Nolan switches points of view between Angier and Borden  and skips from the past to the present. However  he does it with a master's skill. The other interesting thing about the film is the bad guy/good guy concept  which he turns upside down and inside out.""The Prestige"" captures the atmosphere of 19th century London perfectly. All of the actors - and the casting is superb - are in top form  with Caine giving an steady performance as the old magician who tries to keep Angier grounded and David Bowie as the mysterious Nikola Tesla. Jackman and Bale are well-matched as adversaries - both volatile and ambitious  driven men.Like a magician  Nolan distracts the viewer with one thing and then pulls a rabbit out of the hat. Sheer brilliance.You'll want to see this movie again. Highly recommended.",positive
122,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,8,a basic tale of one-up-manship  but done in a great fashion of professional storytelling and acting,29-Oct-06,The Prestige is like a machine of tricks and wonders  and it ends up pulling off a lot more than it might have not been able to chew. Co-writer/director Christopher Nolan is very much in his territory here with this picture  and the sort of jigsaw-figure-out effect he had on his breakthrough Memento is redeployed here in a style that is never too deterring. He focuses so well on the two main characters  and the people focused around them  that there's no need to really feel as if one is being pulled away from the real emotional drive of each character. It's basically one big game that becomes something very dangerous once obsession becomes part of it (as Michael Caine's character notes is what children do). But all the while I went along totally well with what the story went through  in all its twists and pulling seemingly simple little turns out of a hat  because Nolan made the storytelling seamless and has actors that are utterly dependable and pitch-perfect in their roles.Christian Bale and Hugh Jackman play the magicians  who start out as partners under the tutelage of Michael Caine's Cutter  who perform acts of not-totally-simple 'magic'  which follow three main principles which are listed by Cutter at the start and end of the picture. After a tragedy that befalls their assistant (Piper Perablo)  the rivalry and  more crucially  the aims and wills of each side is put into play. On one side is Bale's Borden  who is  according to Jackman's Angier  living his entire life as a trick  which may not be far from the truth (hope that doesn't spoil things). On the other is Angier  who becomes involved with the burgeoning technology of Nikola Tesla (David Bowie  who is one of the lesser factors of actors in the film)  who may be able to figure out how to make something truly unbelievable. Their fates become entangled in each side's pursuit to out-do the other in the public eye  with Cutter and the change-around mistress (Scarlet Johanssen  in a spiffy English accent that works)  on the sidelines.What makes a lot of this more compelling that it almost has a right to be is how much we're steeped into the mind-sets of these characters  who they get fractured by their own separate ambitions amid their skills. One is a better magician  while the other is a better showman  and each can't stand the other's talents in the midst of being somewhat intrigued and drawn to a kind of madness. And yet at the same time the personal also finds its way into the trickery of the film  and actually grounds things- seemingly of course- particularly with Borden's wife (Rebecca Hall  one of the best in the film acting-wise) who feels betrayed by the pack of lies and secrecy. The fates then of both characters becomes that of dealing with mortality  and how one can cheat death or not  or again  and again. Towards the end it does teeter much on becoming one extra ending that might not be needed  or a couple of minutes that feel packed in too tight.But all the while Jackman and Bale are constantly compelling  with little things they have in their characters that make them very much real for us  and then makes the final twist not too unworthy of what led up to it. It's like a twist mountain  or rather  a prestige. It might not be the best kind of 'prestige' I've seen  yet I still highly recommend it as a cool treat of splendid storytelling in a story that teeters on leaving the audience with too much of a gasp in the extraordinary  and has just enough to pull back and have a few good surprises. It's one of the best productions to come out this season.,positive
123,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,5,The Prestige was interesting if maybe a little slow to wade through,19-Nov-06,When I watched The Prestige with my friend and some of his siblings and friends  I partly fell asleep during some of the passages so I'm not sure if I got the gist of the plot. But I did understand that it went back and forth in time and I understood most of what happened  I'm just not sure if it was compelling enough to really care about what happens during the whole thing. Now Hugh Jackman  Christian Bale  and Michael Caine were fine as were Scarlett Johansson  Piper Perabo  and David Bowie in a small role. Maybe if I were to watch again with a more alert eye I'd give this one a better rating but for now I'm giving this one a 5.,positive
124,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,1,The Prestige- Don't Need this Type of Honor 1/2*,22-Mar-07,"Christian Bale and Hugh Jackman have a field day torturing each other and ultimately all who see this nonsense.As two magicians  one's mistake led to the tragic death of Jackman's wife and the two spend the rest of the picture trying to outsmart the other.Interesting to see Daniel Davis show up in this film as a British judge. He received well deserved praise as Niles  the butler  in the television show ""The Nanny."" Apparently  the American Davis had such a good strong British accent on the show  he was thought of when this film was made.The film is hopelessly confusing as we go on. It is never properly explained who these Edison people were and what they were actually trying to do.The end is a joke and a mystifying one at that.Veteran pro Michael Caine is in this for the ride I guess. Don't run to see magic shows when you see this eerie film. Strange things are happening.",positive
125,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/qjfK-2eY2kZA0EdCwRDxxCczmec=/206x305/v2/https://flxt.tmsimg.com/assets/p161581_p_v8_aa.jpg,6,LOVED the trick with the canary!,15-Jan-07,"Performing magic shows is literally a 'tricky' business. Unquestionably these magicians are good artists  as they have to disguise a presumably very simple and logical trick and build a whole show around it  but at the same time the whole concept quickly tends to get boring. Just because you automatically presume there's a simple explanation for every illusion  you risk losing interest and I was more or less worrying that the movie would suffer from this exact same problem. It isn't very interesting to hear Michael Caine enlightening us about the different phases of a successful trick and it's even less interesting to constantly hear about two beginning magicians wanting to become the biggest performers of their time. Personally  I wasn't really hoping for a thriller revealing a lot of magic-secrets. I was merely anticipating a dark & sinister post-Gothic portrait revolving personal vendettas and macabre set pieces. And for the largest part  The Prestige actually delivers! The man in the director's chair is Christopher Nolan  and both ""Memento"" and ""Insomnia"" already proved he's a terrific storyteller  as he has the talent to bring an ordinary tale much more complex than it actually is. Nolan once again uses as irregular narrative structure  with jumps back and forward into time and well-camouflaged hints that eventually all lead to a gigantically grotesque denouement. Robert Angier (Hugh ""Wolverine"" Jackman) and Alfred Borden (Christian ""Batman Begins"" Bale) are two gifted pupils of the already legendary 'engineer' Cutter (Michael Caine)  both treasuring the ambition to become the nation's biggest magician. A regretful accident  resulting in Angier's wife tragic death on stage  causes their friendship to turn into intense competition and pretty soon they spend even more time sabotaging each other's shows than actually building up their own acts. When Alfred Borden eventually presents his perplexing Transported Man trick and Angier can't possibly decipher the logic behind it  the rivalry turns into a dangerous obsession that will require large sacrifices. The main attraction of this film is probably meant to be the guessing along for the tricks and the detailed exposition of a handful of basic magical acts  but honestly that whole aspect impressed me the least. With just a tad bit of concentration and the experience of having seen similar mystery-thrillers  the red herrings are fairly transparent. Also  the whole set-up of Robert Angiers ultimate act (with the help of pop star David Bowie in a remarkable role) is simply impossible to take serious. Whatever remains  however  is definitely worth watching. The mysterious late 19th Century set pieces are intriguing  especially the transporting machinery which seems to be inspired by the ""telepods"" in David Cronenberg's ""The Fly"". The detailed illustration of magical tricks didn't really fascinate me  although there's one notable exception: the disappearing canary! It's a cruel and pretty offensive old-school trick  but hilarious in case you have a weird sense of humor. Quite embarrassing  because I was the ONLY person in a sold-out theater who was laughing with this sequence. The acting performances are top-notch  but with an ensemble cast like this we wouldn't accept it any other way. Particularly Christian Bale is terrific  since his naturally mysterious charisma is ideal for a role as a magician. Scarlett Johansson's part is rather small  but her beautiful appearance helps cheering up the dark sets a lot.",positive
126,Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015026,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/hhtSV1bY3QFAqgdNXNRuJ5Lu8bM=/206x305/v2/https://flxt.tmsimg.com/NowShowing/46432/46432_aa.jpg,10,So good in so many ways,15-Apr-10,I love Back to the Future. While having a typical 80s feel to it  which I like  I love how fun  irresistible and original the film is. The special effects are dazzling and the comedy is suitably sly and sophisticated. Helping along the way is a script that is pretty ingenious  the sort of script that has quotable lines and also pokes fun at 1950s icons and lifestyles during the frequent bouts of time travelling. The score by Alan Silvestri elevates the sense of fun to a greater level  the main theme is one of the most memorable themes ever in the history of film  or so I think anyway. Robert Zemekis's direction is very good  and the cinematography  scenery and costumes are also excellent. And I have to mention the acting  Michael J Fox is really appealing in the role of Marty McFly  the role that propelled him to stardom  and Christopher Lloyd is brilliant in one of his most memorable roles(and yes this includes Judge Doom from Who Framed Roger Rabbit? and Professor Plum from Clue). Lea Thompson and Crispin Glover are also great. Overall  brilliant film that is good in so many ways. 10/10 Bethany Cox,positive
127,Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015026,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/hhtSV1bY3QFAqgdNXNRuJ5Lu8bM=/206x305/v2/https://flxt.tmsimg.com/NowShowing/46432/46432_aa.jpg,10,An '80s classic that never disappoints,09-May-16,I admit to having grown up on 1980s films and thus having a special admiration for them. Whichever way you look at it  BACK TO THE FUTURE is one of the most intelligent of the Hollywood blockbusters from that era  a film which perfectly merges crowd-pleasing entertainment with a complex and well-written storyline that gets to grips with the thorny subject of time travel.The underrated Michael J. Fox stars in the role of his life as Marty McFly  a guy who unwisely gets involved in time travel thanks to the machinations of his kooky inventor buddy  Doc Brown. Christopher Lloyd essays this subsidiary character and  again  it's the role of his life; he's over the top in it but nonetheless his character is thoroughly endearing and never less than hilarious.The time travel aspects of the storyline are carefully worked out and hold together very well even today  some 30 years after release. What I particularly liked about this film is the calibre of the writing: there's no slow spots or simplicity here  just one suspenseful sub-plot after another. There are small moments  big set-pieces  cutting edge special effects  action  chase scenes  romance  and of course plenty of humour  and a quirky supporting cast who make the most of their roles. BACK TO THE FUTURE is a classic - and for good reason.,positive
128,Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015026,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/hhtSV1bY3QFAqgdNXNRuJ5Lu8bM=/206x305/v2/https://flxt.tmsimg.com/NowShowing/46432/46432_aa.jpg,9,Wonderful story Wonderful Michael J Fox,14-Oct-13,Marty McFly (Michael J. Fox) is an average teen from a lower middle class family. His friend Dr. Emmett Brown (Christopher Lloyd) has invented a time traveling DeLorean. Dr Brown is about to travel back in time when the Libyans attack. Marty only escapes by using the DeLorean to go back to 1955. He changes history and must change it back before he disappears all together.Robert Zemeckis has woven together a wonderful charming story. It's perfectly constructed time loop. It certainly is one of the best feel good movie. Michael J Fox is the perfect guy to play the boy next door character. His interaction with his mother Lea Thompson in the past is wonderfully hilarious and Christopher Lloyd is perfect as the oddball scientist.,positive
129,Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015026,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/hhtSV1bY3QFAqgdNXNRuJ5Lu8bM=/206x305/v2/https://flxt.tmsimg.com/NowShowing/46432/46432_aa.jpg,9,So Much Fun,15-Jul-14,"Lots of tongue in cheek. Some great characterization. A chance at redemption. These movies showed Michael J. Fox to be a wonderful comedic presence. It is sad what happened to him  but can there be a more impressive example of a person who has overcome the tribulations that life has given him. Whenever I see him in ""The Good Wife"" as the slimy  underhanded character lawyer he plays  I love that I can ""not like"" a man who is dealing with devastating Parkinson's. As the principle character in this movie  Marty is shoved from one situation to another in a time he only can guess at. He has to face the youth of his father  a febrile wimp who gets pushed around. Then  of course  there is the wonderful Christopher Lloyd as the professor. While one could never accuse this film of being true science fiction with all the implications of time travel  there is a kind of suspense that works very well. It's pure fun and is the best of the three films in my opinion.",positive
130,Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015026,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/hhtSV1bY3QFAqgdNXNRuJ5Lu8bM=/206x305/v2/https://flxt.tmsimg.com/NowShowing/46432/46432_aa.jpg,0,adorable,29-Aug-16,"all seems great. the idea  the script  the acting  the details who define each period. and the flavor of ""50's in the most realistic manner to define it. sure  it is the result of a happy meeting between a courageous and real great director and the best actors for its project around a dream who is preserved by the imagination of each from us. but not the idea is the most important thing. the mixture of humor  tension  cultural references  the chemistry - yes  the word sounds strange but in this case is the best - between Christopher Lloyd and Michael Fox   the wise use of clichés about teenagers and family  the ignored guy who becomes hero  all make the story to roll in amazing manner. so  a sort of masterpiece. and one of the most adorable meet with a film. off course  a legendary one.",positive
131,Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015026,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/hhtSV1bY3QFAqgdNXNRuJ5Lu8bM=/206x305/v2/https://flxt.tmsimg.com/NowShowing/46432/46432_aa.jpg,0,Very entertaining film  as slick as it is fun as it is engaging,04-Aug-06,In 1985 teenager Marty McFly is a bit of an outcast and spends his evenings hanging out with eccentric professor Doc Brown and his various crazy and failed inventions. However when Doc asks Marty to meet him late one night in a mall parking lot  he learns that Doc has invented a working time travel system and inserted it into a DeLorean. Much to Doc's joy and Marty's surprise the machine works on its test run and Doc is all set to be the first man to travel in time when he is killed by the terrorist group who stole plutonium for him with the impression he was making them a bomb. Marty flees in the DeLorean but accidentally winds up back in 1955. Back there he convinces Doc to help him out and come up with a way of getting him back to the future. However the problem of no plutonium appears small when Marty changes the past and stops his parents meeting and falling in love.In its own way this is a classic film that delivers the goods in the same way as Frank Capra's films does although I can understand why for some it doesn't hold quite the same appeal. The plot seems complex as it involves time travel and such but it is deceptively simple and is a clever mix of sci-fi and romantic comedy that is as light and enjoyable as you could hope for. It never makes fun of itself but it never takes itself too seriously and by doing this it pitches it just perfectly. The narrative may be light but it is consistently engaging whether it is the time travel aspect or the relationships. It isn't perfect and it isn't the deepest of films but it is effortlessly a lot of fun and there is absolutely nothing wrong with that.The cast are roundly great and are a big part of the film being as light and fun as it is. For my money this is Fox's best all-round performance and he plays the clean-cut American teenager really well bringing energy to the character. Of course Lloyd's performance dominates the film by its sheer colour and energy  making him the most memorable character of the piece. Thompson and Glover (two people who still look young twenty years later damn them) are both good in their roles and work well together and individually to make their part of the narrative match up to the (superficially) more appealing sci-fi stuff. Zemeckis directs with an eye for a memorable shot and visually his film matches the style and vitality of the narrative.Overall a very good film that is every bit as pleasing as the Frank Capra feel-good films that are held up as classics. Whether this film is a classic is as much up for debate as those films' classic status but it isn't really a debate that means a lot to me. What matters is that the film is engaging and entertaining  which it consistently is. It glides through a slick plot and I always enjoy it when I revisit it. Well worth taking a look if you are after a great piece of family fun.,positive
132,Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015026,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/hhtSV1bY3QFAqgdNXNRuJ5Lu8bM=/206x305/v2/https://flxt.tmsimg.com/NowShowing/46432/46432_aa.jpg,9,Marty got Back,23-May-20,Doc Brown and Marty McFly ... character names that are very well known in the Science Fiction movie pantheon I'd say. Any self respecting movie fan should know the names  the actors and the movies that made them famous. Which in case of McFly and the series in general ... could have gone in a completely different direction - literally.Eric Stoltz got cast because the filmmaker could not get Michael J. Fox - had other contractual obligations. This is very well known. That his movie girlfriend was recast too  because the original one wasn't available at first - that I did not know. But it's all there and so much more in the Special features on the discs. Just the beginning of the movie is quite interesting and intriguing  because especially back then  no one knew what this was about. Well apart from the title of course.Very funny movie that sets off something in the careers of everyone involved. Yes the time travel aspect has flaws if you try to apply logic and consequences of certain actions and how they will spin out and what they will do - a ripple effect that is not entirely seen .. which would have been too complicated anyway.So sit back  relax and enjoy a very entertaining and funny movie,positive
